domain,algorithm,depth,trial,seed,node_expansions,path_length,solved,capped,path_cost,runtime_ms
Grid,A*,12,3,1203,1961,95,true,false,340,0
Grid,A*,12,4,1204,1962,95,true,false,331,0
Grid,A*,12,5,1205,1967,95,true,false,370,0
Grid,A*,12,6,1206,1988,95,true,false,331,0
Grid,A*,12,7,1207,1956,97,true,false,345,0
Grid,A*,12,8,1208,1927,101,true,false,326,0
Grid,A*,12,9,1209,1962,95,true,false,369,0
Grid,A*,12,10,1210,1990,95,true,false,359,0
Grid,A*,12,11,1211,1961,95,true,false,338,0
Grid,A*,12,12,1212,1967,95,true,false,365,0
Grid,A*,12,13,1213,1977,95,true,false,363,0
Grid,A*,12,14,1214,1938,97,true,false,352,0
Grid,A*,12,15,1215,1975,95,true,false,335,0
Grid,A*,12,16,1216,1942,97,true,false,361,0
Grid,A*,12,17,1217,1964,97,true,false,352,0
Grid,A*,12,18,1218,1991,95,true,false,354,0
Grid,A*,12,19,1219,1973,99,true,false,340,0
Grid,A*,12,20,1220,1977,97,true,false,345,0
Grid,A*,12,21,1221,2000,97,true,false,351,0
Grid,A*,12,22,1222,1974,95,true,false,369,0
Grid,A*,12,23,1223,1946,95,true,false,368,0
Grid,A*,12,24,1224,1918,99,true,false,336,0
Grid,A*,12,25,1225,1946,95,true,false,369,0
Grid,A*,12,26,1226,1946,97,true,false,341,0
Grid,A*,12,27,1227,1960,97,true,false,357,0
Grid,A*,12,28,1228,1970,95,true,false,343,0
Grid,A*,12,29,1229,1969,95,true,false,364,0
Grid,A*,12,30,1230,1982,95,true,false,329,0
Grid,WA*(1.5),12,1,1201,1990,95,true,false,360,0
Grid,WA*(1.5),12,2,1202,1969,99,true,false,383,0
Grid,WA*(1.5),12,3,1203,1938,95,true,false,340,0
Grid,WA*(1.5),12,4,1204,1959,95,true,false,331,0
Grid,WA*(1.5),12,5,1205,1967,95,true,false,370,0
Grid,WA*(1.5),12,6,1206,1962,95,true,false,331,0
Grid,WA*(1.5),12,7,1207,1950,97,true,false,345,0
Grid,WA*(1.5),12,8,1208,1875,101,true,false,326,0
Grid,WA*(1.5),12,9,1209,1962,95,true,false,369,0
Grid,WA*(1.5),12,10,1210,1990,95,true,false,359,0
Grid,WA*(1.5),12,11,1211,1956,95,true,false,338,0
Grid,WA*(1.5),12,12,1212,1964,95,true,false,365,0
Grid,WA*(1.5),12,13,1213,1977,95,true,false,363,0
Grid,WA*(1.5),12,14,1214,1937,97,true,false,352,0
Grid,WA*(1.5),12,15,1215,1966,95,true,false,335,0
Grid,WA*(1.5),12,16,1216,1940,97,true,false,361,0
Grid,WA*(1.5),12,17,1217,1957,97,true,false,352,0
Grid,WA*(1.5),12,18,1218,1989,95,true,false,354,0
Grid,WA*(1.5),12,19,1219,1962,99,true,false,340,0
Grid,WA*(1.5),12,20,1220,1969,97,true,false,345,0
Grid,WA*(1.5),12,21,1221,2000,97,true,false,351,0
Grid,WA*(1.5),12,22,1222,1974,95,true,false,369,0
Grid,WA*(1.5),12,23,1223,1943,95,true,false,368,0
Grid,WA*(1.5),12,24,1224,1887,99,true,false,336,0
Grid,WA*(1.5),12,25,1225,1946,95,true,false,369,0
Grid,WA*(1.5),12,26,1226,1941,97,true,false,341,0
Grid,WA*(1.5),12,27,1227,1959,97,true,false,357,0
Grid,WA*(1.5),12,28,1228,1970,95,true,false,343,0
Grid,WA*(1.5),12,29,1229,1969,95,true,false,364,0
Grid,WA*(1.5),12,30,1230,1979,95,true,false,329,0
Grid,GBFS,12,1,1201,121,111,true,false,608,0
Grid,GBFS,12,2,1202,108,105,true,false,569,0
Grid,GBFS,12,3,1203,103,101,true,false,565,0
Grid,GBFS,12,4,1204,115,103,true,false,556,0
Grid,GBFS,12,5,1205,101,99,true,false,527,0
Grid,GBFS,12,6,1206,105,101,true,false,590,0
Grid,GBFS,12,7,1207,118,111,true,false,536,0
Grid,GBFS,12,8,1208,140,123,true,false,672,0
Grid,GBFS,12,9,1209,116,111,true,false,663,0
Grid,GBFS,12,10,1210,105,101,true,false,516,0
Grid,GBFS,12,11,1211,179,123,true,false,680,0
Grid,GBFS,12,12,1212,103,99,true,false,595,0
Grid,GBFS,12,13,1213,116,111,true,false,646,0
Grid,GBFS,12,14,1214,120,111,true,false,578,0
Grid,GBFS,12,15,1215,106,103,true,false,598,0
Grid,GBFS,12,16,1216,106,103,true,false,588,0
Grid,GBFS,12,17,1217,118,107,true,false,565,0
Grid,GBFS,12,18,1218,110,105,true,false,565,0
Grid,GBFS,12,19,1219,101,99,true,false,495,0
Grid,GBFS,12,20,1220,107,105,true,false,589,0
Grid,GBFS,12,21,1221,106,97,true,false,475,0
Grid,GBFS,12,22,1222,112,107,true,false,591,0
Grid,GBFS,12,23,1223,115,105,true,false,549,0
Grid,GBFS,12,24,1224,117,107,true,false,608,0
Grid,GBFS,12,25,1225,99,97,true,false,534,0
Grid,GBFS,12,26,1226,114,109,true,false,603,0
Grid,GBFS,12,27,1227,127,105,true,false,561,0
Grid,GBFS,12,28,1228,120,113,true,false,575,0
Grid,GBFS,12,29,1229,119,109,true,false,637,0
Grid,GBFS,12,30,1230,111,103,true,false,552,0
Grid,IDA*,12,1,1201,3000000,0,false,true,0,587
Grid,IDA*,12,2,1202,3000000,0,false,true,0,469
Grid,IDA*,12,3,1203,3000000,0,false,true,0,510
Grid,IDA*,12,4,1204,3000000,0,false,true,0,542
Grid,IDA*,12,5,1205,3000000,0,false,true,0,510
Grid,IDA*,12,6,1206,3000000,0,false,true,0,501
Grid,IDA*,12,7,1207,3000000,0,false,true,0,534
Grid,IDA*,12,8,1208,3000000,0,false,true,0,529
Grid,IDA*,12,9,1209,3000000,0,false,true,0,534
Grid,IDA*,12,10,1210,3000000,0,false,true,0,513
Grid,IDA*,12,11,1211,3000000,0,false,true,0,468
Grid,IDA*,12,12,1212,3000000,0,false,true,0,524
Grid,IDA*,12,13,1213,3000000,0,false,true,0,502
Grid,IDA*,12,14,1214,3000000,0,false,true,0,501
Grid,IDA*,12,15,1215,3000000,0,false,true,0,528
Grid,IDA*,12,16,1216,3000000,0,false,true,0,486
Grid,IDA*,12,17,1217,3000000,0,false,true,0,555
Grid,IDA*,12,18,1218,3000000,0,false,true,0,541
Grid,IDA*,12,19,1219,3000000,0,false,true,0,464
Grid,IDA*,12,20,1220,3000000,0,false,true,0,460
Grid,IDA*,12,21,1221,3000000,0,false,true,0,549
Grid,IDA*,12,22,1222,3000000,0,false,true,0,505
Grid,IDA*,12,23,1223,3000000,0,false,true,0,478
Grid,IDA*,12,24,1224,3000000,0,false,true,0,490
Grid,IDA*,12,25,1225,3000000,0,false,true,0,492
Grid,IDA*,12,26,1226,3000000,0,false,true,0,517
Grid,IDA*,12,27,1227,3000000,0,false,true,0,481
Grid,IDA*,12,28,1228,3000000,0,false,true,0,457
Grid,IDA*,12,29,1229,3000000,0,false,true,0,516
Grid,IDA*,12,30,1230,3000000,0,false,true,0,427
